,X,address,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,type
728,12234,2920 Severn Ave,f9H3wpzWG_apxoumWB-Dvg,"Restaurants, Thai",Metairie,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}",1,30.004384,-90.159765,Cafe Equator,70002,259,3.5,LA,Southeast Asia
1235,21238,11245 Causeway Blvd,oxjwqehuaSp19X0VGjXB0Q,"Japanese, Restaurants, Sushi Bars, Buffets",Brandon,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '12:0-21:0'}",1,27.92159383,-82.3241833,Koizi Endless Hibachi & Sushi Eatery,33511,259,3,FL,Japanese
1793,31096,575 Adams Ave,eY8exh1aLVVhW6z_M0u_Eg,"Vietnamese, Restaurants",Philadelphia,"{'Monday': '9:30-18:0', 'Tuesday': '9:30-18:0', 'Wednesday': '9:30-22:0', 'Thursday': '9:30-22:0', 'Friday': '9:30-22:0', 'Saturday': '9:30-22:0', 'Sunday': '9:30-22:0'}",1,40.03593692,-75.10795423,Pho Ha Saigon,19120,259,3.5,PA,Southeast Asia
2522,44643,8145 Bash St,Nf4J_jioIPkhvJqNG-nL7Q,"Seafood, Thai, Restaurants",Indianapolis,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}",1,39.9039799,-86.0493509,Thai Orchid,46250,259,4,IN,Southeast Asia
2117,37128,4226 Magazine St,pSgZ6x48zgkbWucfzswkzg,"Soul Food, Asian Fusion, Noodles, Restaurants, Japanese, Ramen",New Orleans,"{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-21:0'}",1,29.9208153,-90.0998143,Nomiya,70115,258,4.5,LA,Japanese
2742,48456,"9431 E 22nd St, Ste 127",fgtnOag-DaTsZTHPsgnWSQ,"Restaurants, Chinese, Gluten-Free, Vegetarian",Tucson,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '15:0-20:0'}",1,32.2075401,-110.7911594,Golden House,85710,258,4.5,AZ,Chinese
1197,20598,"2000 Hamilton St, Ste 104",UPD4qX0t1lm7G86mrj889w,"Dim Sum, Restaurants, Chinese, Noodles, Cantonese",Philadelphia,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}",1,39.9621826,-75.1721897,Dim Sum & Noodle,19130,257,4,PA,Chinese
2297,40496,"7127 Hollister Ave, Ste 30",aOVpnuzdFEIp87NpGyNDkA,"Restaurants, Soup, Japanese, Sushi Bars",Goleta,"{'Monday': '17:30-21:0', 'Tuesday': '17:30-21:0', 'Wednesday': '17:30-21:0', 'Thursday': '17:30-21:0', 'Friday': '17:30-21:0', 'Saturday': '17:30-21:0', 'Sunday': '17:30-21:0'}",0,34.42991786,-119.8775024,Itsuki,93117,257,3,CA,Japanese
2778,48951,7726 Forsyth Blvd,oS4DIHxzZXBh7aRIXuHkuA,"Asian Fusion, Sushi Bars, Japanese, Restaurants",St. Louis,"{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-23:0', 'Saturday': '17:0-23:0'}",0,38.649803,-90.3353628,Tani Sushi Bistro,63105,256,3,MO,Japanese
2880,50773,2861 Logan St,2Yrf_aECZVHgTBVyw1r2kA,"Restaurants, Thai",Nashville,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,36.1112883,-86.7421973,Ginger Thai,37211,256,4,TN,Southeast Asia
315,5293,7321 E Broadway Blvd,mE16tq2q9kIAeI1wnPkKXQ,"Chinese, Restaurants",Tucson,"{'Wednesday': '16:0-20:0', 'Thursday': '16:0-20:0', 'Friday': '16:0-20:0', 'Saturday': '16:0-20:0', 'Sunday': '16:0-20:0'}",1,32.2214322,-110.8359902,Ba-Dar,85710,255,4,AZ,Chinese
1810,31466,571 Central Ave,FlrkiVnHN8K37q9WzJi_ug,"Restaurants, Thai",St. Petersburg,"{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}",1,27.77142328,-82.64125079,Bangkok Thai Restaurant,33701,255,4,FL,Southeast Asia
1941,33850,"2543 Countryside Blvd, Ste 1",B2SeIqe17wywK_a8kfrTPQ,"Restaurants, Buffets, Chinese",Clearwater,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:30'}",0,28.0126242,-82.7323941,Chopsticks Super Buffet,33761,255,3,FL,Chinese
1186,20360,930 Race St,bq0n3CQy1CkE_WUe76zQvg,"Noodles, Seafood, Restaurants, Chinese",Philadelphia,"{'Tuesday': '15:0-2:0', 'Wednesday': '15:0-2:0', 'Thursday': '15:0-2:0', 'Friday': '15:0-3:0', 'Saturday': '15:0-3:0', 'Sunday': '15:0-2:0'}",1,39.95524708,-75.1554087,Shiao Lan Kung,19107,254,3.5,PA,Chinese
1225,21067,712-14 S St,ZCj5o6j6_0JjGOe04WoLsg,"Nightlife, Vietnamese, Bars, Beer Bar, Restaurants, Cocktail Bars, Food, Beer, Wine & Spirits",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",1,39.9421239,-75.154438,Banh Mi and Bottles,19147,253,4,PA,Southeast Asia
1629,27911,4071 S Grand Blvd,EfXTQPiVBym_2KoG7-XeSw,"Vietnamese, Restaurants",St. Louis,"{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",1,38.5828678,-90.2448596,Banh Mi So 1,63118,253,4,MO,Southeast Asia
2046,35736,1824 S St,mcyhSRV0kcO57QP7al2HGA,"Restaurants, Korean, Seafood, Thai, Asian Fusion, Vietnamese, Sandwiches",Philadelphia,"{'Tuesday': '11:0-17:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",1,39.94452232,-75.17270687,Bistro SouthEast,19146,251,4.5,PA,Southeast Asia
2084,36517,800 Mifflin St,TdrNka-oPWf4B-jN9rKltw,"Wine Bars, Bars, Beer Bar, Filipino, Vietnamese, Mexican, Nightlife, Mediterranean, Restaurants, Tacos, Lounges, Kebab, Falafel",Philadelphia,"{'Wednesday': '17:0-23:0', 'Thursday': '17:0-23:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '14:0-22:0'}",1,39.9255095,-75.159212,Bok Bar,19148,251,4,PA,Southeast Asia
2107,36896,1222 W 86th St,RdDLX9i5pp1nKOecMiGTcQ,"Seafood, Thai, Soup, Restaurants",Indianapolis,"{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-20:0'}",0,39.9130904,-86.1813717,Sawasdee Thai Cuisine,46260,251,4,IN,Southeast Asia
141,2412,2960 S Virginia St,SVSafDWg9r2Q5XEVOLPSSA,"Cantonese, Chinese, Restaurants, Dim Sum",Reno,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,39.4961984,-119.7982188,Chinese Duck House,89502,250,3.5,NV,Chinese
329,5556,1416 Frankford Ave,TjwWB-ET-qmO2-8bfIHMig,"Restaurants, Noodles, Asian Fusion, Japanese",Philadelphia,"{'Monday': '16:30-21:30', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:0', 'Saturday': '13:0-22:0', 'Sunday': '16:0-21:30'}",1,39.97220345,-75.13460286,Cheu Fishtown,19125,250,4,PA,Japanese
669,11346,533 S Howard Ave,DyIO3iCiYaREeSh4ypik8A,"Steakhouses, Sushi Bars, Japanese, Restaurants",Tampa,"{'Monday': '17:0-22:30', 'Tuesday': '17:0-22:30', 'Wednesday': '17:0-22:30', 'Thursday': '17:0-23:30', 'Friday': '17:0-23:30', 'Saturday': '15:0-23:30', 'Sunday': '15:0-22:30'}",1,27.9396713,-82.4834192,Koto Steakhouse & Sushi Bar,33606,250,3,FL,Japanese
1254,21604,8265 US 31,yE9JBfdRUlDsKaAIn0yOAA,"Japanese, Restaurants, Sushi Bars",Indianapolis,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",1,39.6456861,-86.1324877,Ichiban Japanese Restaurant and Sushi Bar,46227,250,4.5,IN,Japanese
2418,42713,1008 Fatherland St,I81Ua5IltIBphFKnHmKwlg,"Seafood, Restaurants, Beer Bar, Nightlife, Asian Fusion, Tapas/Small Plates, Bars, Vietnamese",Nashville,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}",1,36.174002,-86.7506121,Far East Nashville,37206,250,4,TN,Southeast Asia
1803,31280,8627 Olive Blvd,aDm4JESclYP_L2tY_sqaDA,"Vegetarian, Restaurants, Soup, Vietnamese",St. Louis,"{'Monday': '10:0-20:30', 'Wednesday': '10:0-20:30', 'Thursday': '17:0-20:30', 'Friday': '17:0-21:30', 'Saturday': '10:0-22:0', 'Sunday': '10:0-21:0'}",1,38.674526,-90.35774,Pho Long,63132,249,3.5,MO,Southeast Asia
156,2695,S 31st & Ludlow St,B-DiQpcSTJ7oMMnwzbAGTQ,"Thai, Food Stands, Restaurants, Mexican",Philadelphia,"{'Monday': '12:0-17:0', 'Tuesday': '12:0-17:0', 'Wednesday': '12:0-17:0', 'Thursday': '12:0-17:0', 'Friday': '12:0-17:0'}",1,39.9542886,-75.1855377,Cucina Zapata,19104,248,4.5,PA,Southeast Asia
736,12368,1145 N Alvernon Way,gwOiwfeHxBemcMV6u1dI_w,"Restaurants, Dim Sum, Chinese",Tucson,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",0,32.237496,-110.909953,Gee's Garden Restaurant,85712,247,3,AZ,Chinese
2331,41029,15 Eagle Canyon Dr,MbF4rS7fDXmqxKP2Hj0Pug,"Restaurants, Thai",Sparks,"{'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-20:0'}",1,39.63863,-119.7131858,Simply Thai,89441,247,4.5,NV,Southeast Asia
9,77,"7411 N Keystone Ave, Ste A",Dtuf4vD0znzwJW9vk3iTNw,"Steakhouses, Restaurants, Sushi Bars, Japanese",Indianapolis,"{'Monday': '0:0-0:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-22:30', 'Saturday': '12:0-22:30', 'Sunday': '12:30-21:30'}",1,39.8887246,-86.1212129,Tomo Japanese Steakhouse and Sushi Bar,46240,246,4,IN,Japanese
1841,31990,274 S 20th St,peeXG1Ra-DClPQv14jvKvg,"Seafood, Chinese, Restaurants, Tex-Mex, Asian Fusion, Sushi Bars, American (New), American (Traditional), Vegetarian, Italian",Philadelphia,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:45', 'Sunday': '11:0-21:30'}",1,39.948333,-75.174521,Square on Square,19103,246,3.5,PA,Chinese
2,7,205 Race St,MUTTqe8uqyMdBl186RmNeA,"Sushi Bars, Restaurants, Japanese",Philadelphia,"{'Tuesday': '13:30-22:0', 'Wednesday': '13:30-22:0', 'Thursday': '13:30-22:0', 'Friday': '13:30-23:0', 'Saturday': '13:30-23:0', 'Sunday': '13:30-22:0'}",1,39.953949,-75.1432262,Tuna Bar,19106,245,4,PA,Japanese
1806,31404,"2705 54th Ave N, Ste 3",UfVoHBiKUGya5UhXFOqiLg,"Cantonese, Chinese, Seafood, Restaurants",St. Petersburg,"{'Monday': '16:30-0:0', 'Wednesday': '16:30-0:0', 'Thursday': '16:30-0:0', 'Friday': '16:30-0:0', 'Saturday': '16:30-0:0', 'Sunday': '16:30-0:0'}",1,27.821559,-82.670032,ABC Seafood Chinese Restaurant,33714,245,4,FL,Chinese
2600,45989,3217 S MacDill Ave,gqmQA9TIdmKz3tCnz6DqFA,"Japanese, Restaurants, Sushi Bars",Tampa,"{'Monday': '16:0-21:30', 'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-21:30', 'Saturday': '16:0-21:30', 'Sunday': '16:0-21:30'}",1,27.916662,-82.4942858,Yoko's,33629,245,4,FL,Japanese
1005,17213,102 S 21st St,A9bqf3aoiQXX9WBswewivg,"Vietnamese, Sandwiches, Southern, Restaurants, American (New)",Philadelphia,"{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-21:30'}",0,39.95193471,-75.17568121,Rotisseur,19103,243,3.5,PA,Southeast Asia
1062,18080,191 Damonte Ranch Pkwy,o7Ccb9LjC_ZTSF_YHgJXnA,"Food, Restaurants, American (New), Chinese, Buffets, Beer, Wine & Spirits, Asian Fusion, Desserts, Mongolian",Reno,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-20:0', 'Friday': '11:0-17:0', 'Saturday': '11:0-16:0', 'Sunday': '11:0-17:0'}",1,39.4202374,-119.7546251,Genghis Grill,89521,243,2.5,NV,Chinese
1466,25296,"7401 N La Cholla Blvd, Ste 312",TAUGnIQDR9-m23DWLZ0dow,"Sushi Bars, Japanese, Restaurants",Tucson,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:0'}",1,32.3401159,-111.0154831,Sushi Garden,85741,243,2.5,AZ,Japanese
1698,29061,1061 Murfreesboro Pike,5iooYc7woWdiRU1uq9jpNg,"Vietnamese, Japanese, Restaurants",Nashville,"{'Tuesday': '10:30-17:30', 'Wednesday': '10:30-17:30', 'Thursday': '10:30-17:30', 'Friday': '10:30-18:30', 'Saturday': '10:30-18:30', 'Sunday': '10:30-16:30'}",1,36.12698535,-86.7130169,Vinh-Long,37217,243,4,TN,Japanese
1871,32495,1202 W Brandon Blvd,CQD7-sfUiADa6KyTYJT2NQ,"Vietnamese, Restaurants",Brandon,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,27.93801878,-82.30100847,Pho Viet Restaurant,33511,243,4,FL,Southeast Asia
2781,48984,10022 Cross Creek Blvd,7R7eE6yIQ3kRtOF0HrzJeQ,"Sushi Bars, Soup, Thai, Restaurants",Tampa,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-21:30', 'Saturday': '12:0-21:30', 'Sunday': '16:30-21:0'}",1,28.14319293,-82.32727311,Thai Lanna & Sushi,33647,243,4,FL,Southeast Asia
870,14690,"1110 Washington Ave, Ste 2A",xQblY1vBHV8Fp3Xdi3rDcw,"Vietnamese, Restaurants, Pakistani",Philadelphia,"{'Monday': '9:0-21:30', 'Tuesday': '9:0-21:30', 'Wednesday': '9:0-21:30', 'Thursday': '9:0-21:30', 'Friday': '9:0-21:30', 'Saturday': '9:0-21:30', 'Sunday': '9:0-21:0'}",0,39.9369395,-75.16188401,Pho & Cafe Viet Huong,19147,242,3.5,PA,Southeast Asia
931,15768,3320 Transcontinental Dr,IWHscMR1NaaLDy6g5lpnkg,"Vietnamese, Restaurants",Metairie,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0'}",1,30.0067182,-90.1958788,Pho NOLA,70006,242,4,LA,Southeast Asia
1224,21059,927 E Westfield Blvd,0N2D4HtF2gLJvWxjIfiZDg,"Mexican, Asian Fusion, Pet Adoption, Restaurants, Chinese, Pets, American (New)",Indianapolis,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}",0,39.870423,-86.1419,La Chinita Poblana,46220,242,4.5,IN,Chinese
810,13756,7245 E Tanque Verde Rd,c4xAYwO_s8HEmOfCLVAhCA,"Restaurants, Vietnamese",Tucson,"{'Monday': '15:0-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-20:30'}",1,32.25129578,-110.8375999,Ha Long Bay,85715,241,4,AZ,Southeast Asia
1830,31758,"2855 N McCarran Blvd, Ste 108",IkZgPqgwKSuQFAf4s0Z21g,"Restaurants, Thai",Sparks,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}",1,39.5552506,-119.7535886,Sawasdee Thai Restaurant,89431,241,4,NV,Southeast Asia
1189,20422,1917 E Grant Rd,kuE88EeEQZLNG_GfDbib4w,"Thai, Restaurants",Tucson,"{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",0,32.2504557,-110.943392,Karuna's Thai Plate,85719,240,4,AZ,Southeast Asia
1350,23368,3883 US Hwy 301 S,zf9_8CskW6Vzakg6V78S0g,"Japanese, Restaurants",Riverview,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:0'}",1,27.9125906,-82.3498089,Crazy Cafe,33578,240,4.5,FL,Japanese
682,11499,1901 Delaware Ave,SYcdJP123caYVCkZ27BIOw,"Grocery, Food, Asian Fusion, Thai, Restaurants, Vietnamese, Specialty Food",Wilmington,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",1,39.759952,-75.564244,Southeast Kitchen,19806,239,4,DE,Southeast Asia
566,9373,2740 E Fowler Ave,pOPggEGV0gy8U0v-lHByRA,"Restaurants, Vietnamese",Tampa,"{'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '11:0-22:0'}",1,28.0560479,-82.4292735,Pho Quyen,33612,238,3.5,FL,Southeast Asia
2623,46294,3341 Magazine St,h2DidMy9Q9qyGlQ5xaecMA,"Japanese, Poke, Seafood, Hawaiian, Food, Gluten-Free, Restaurants",New Orleans,"{'Monday': '10:45-21:0', 'Tuesday': '10:45-21:0', 'Wednesday': '10:45-21:0', 'Thursday': '10:45-21:0', 'Friday': '10:45-21:0', 'Saturday': '10:45-21:0', 'Sunday': '10:45-21:0'}",1,29.92319911,-90.08868333,Poke Loa,70115,238,4,LA,Japanese
2878,50695,15501 Bustleton Ave,EekwCjDqa9VT6Kq_aVE_0Q,"Vietnamese, Restaurants, Comfort Food, Seafood, Soup, Food, Desserts, Asian Fusion",Philadelphia,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:30'}",1,40.13324769,-75.00988,Pho Palace,19116,238,3.5,PA,Southeast Asia
650,11004,250 S Craycroft Rd,pnZQOGEV-Ru6vHIYaUuQBw,"Vietnamese, Bars, Nightlife, Restaurants, American (Traditional)",Tucson,"{'Monday': '11:0-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-20:0'}",1,32.21877039,-110.8757944,Miss Saigon,85711,237,4,AZ,Southeast Asia
963,16430,112 N 10th St,15JFk0bn7HJ9g9-N7tXl_Q,"Chinese, Restaurants, Food, Desserts",Philadelphia,"{'Monday': '7:30-19:30', 'Tuesday': '7:30-19:30', 'Thursday': '7:30-19:30', 'Friday': '7:30-19:30', 'Saturday': '7:30-19:30', 'Sunday': '7:30-19:30'}",1,39.9540118,-75.1562827,Heung Fa Chun Sweet House,19107,237,4.5,PA,Chinese
2855,50077,"27001 US Highway 19 N, Ste 1150",RBnQoIRF3V-FMJSn_BHy0A,"Asian Fusion, Restaurants, Chinese, Gluten-Free",Clearwater,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",1,28.01615571,-82.7345573,P.F. Chang's,33761,237,3,FL,Chinese
1576,26910,4825 E 96th St,2iUVOG71MTTTkBf04-jVAA,"Restaurants, Thai",Indianapolis,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}",1,39.9257332,-86.0876415,Jasmine Thai,46240,236,4,IN,Southeast Asia
2098,36726,403 Keystone Ave,vXhrovlPWEnPKCbZMcsZDA,"Dim Sum, Food, Desserts, Bakeries, Restaurants, Juice Bars & Smoothies, Chinese",Reno,"{'Monday': '9:30-19:0', 'Tuesday': '9:30-19:0', 'Wednesday': '9:30-19:0', 'Thursday': '9:30-19:0', 'Friday': '9:30-19:0', 'Saturday': '9:30-19:0', 'Sunday': '9:30-19:0'}",1,39.52681299,-119.8294937,Honey Bakery,89503,236,4.5,NV,Chinese
253,4481,1013 Washington Ave,EKbb62ui8LgHk3B7OJMyBw,"Restaurants, Japanese, Sushi Bars",St. Louis,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '17:0-23:0'}",1,38.6314236,-90.1944926,Mizu Sushi Bar,63101,235,3.5,MO,Japanese
2213,39084,1030 N American St,LQZdcwfqneUIrZTy1VvWfg,"Restaurants, Thai, Desserts, Salad, Food",Philadelphia,"{'Monday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-23:0', 'Saturday': '12:0-23:0', 'Sunday': '15:0-22:0'}",1,39.9671988,-75.140984,Baan Thai,19123,235,4,PA,Southeast Asia
1632,28032,606 Washington Ave,ZLKLshuZ2HcwbPDpb3l-AQ,"Food, Bakeries, Restaurants, Vietnamese, Sandwiches",Philadelphia,"{'Monday': '9:0-19:30', 'Tuesday': '9:0-19:30', 'Wednesday': '9:0-19:30', 'Thursday': '9:0-19:30', 'Friday': '9:0-19:30', 'Saturday': '8:30-19:30', 'Sunday': '8:30-19:30'}",1,39.9349047,-75.1543101,Ba Le Bakery,19147,234,3.5,PA,Southeast Asia
2032,35476,10625 Pendleton Pike,6ZSLVI8PDkczCp9qrYj_tQ,"Sushi Bars, Restaurants, Steakhouses, Teppanyaki, Japanese",Indianapolis,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-21:0'}",1,39.8582299,-85.9785654,Watami Sushi All You Can Eat,46235,234,4,IN,Japanese
2056,35934,1994 Cliff Dr,8RlO6NuhWzXktp-1croq5A,"Szechuan, Chinese, Restaurants",Santa Barbara,"{'Monday': '16:0-21:30', 'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-21:30', 'Saturday': '16:0-21:30', 'Sunday': '16:0-21:30'}",1,34.4024127,-119.7235134,Szechuan Restaurant,93109,234,3.5,CA,Chinese
2802,49343,5918 Hollister Ave,B2Mpi0gW4-oFFVKkDpIxvg,"Restaurants, Thai",Goleta,"{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}",1,34.4362684,-119.8295334,Pattaya Thai Restaurant,93117,234,3.5,CA,Southeast Asia
2795,49253,3805 Northdale Blvd,7jRXF4N5NzxYuNN-HLCSEw,"Asian Fusion, Restaurants, Vegetarian, Chinese, Mongolian, Vegan",Tampa,"{'Monday': '11:0-20:0', 'Sunday': '11:0-22:0'}",0,28.0943253,-82.503798,Genghis Grill,33624,233,3.5,FL,Chinese
